-9.03292684E+00	-3.52394416E+00	-4.62698277E+00	1.06381966E+00	-1.06869148E-01	8.58025455E-01	8.17522684E-01
-3.33024724E+00	-8.26825146E+00	-4.34969156E+00	1.02544193E+00	-1.03099819E+00	-4.03708259E-02	8.14546180E-01
-3.13405648E+00	-7.89049991E+00	-4.16772064E+00	-8.10690847E-01	-1.04305448E+00	-2.81099264E-01	8.13024949E-01
-1.34906396E+00	-2.47324056E+00	-1.33998594E+00	2.53666387E-01	-9.37354659E-01	1.21265227E-01	9.29846249E-01
-1.28029012E+00	-2.36671620E+00	-1.28001832E+00	-2.16757223E-01	-8.94196481E-01	-1.74197947E-01	9.29921487E-01
-7.38676038E+00	-3.05624443E+00	-3.63905006E+00	8.32126388E-01	-1.38727412E-01	8.80171644E-01	8.14692516E-01
-6.30416010E+00	-2.73371714E+00	-2.99090392E+00	6.78059306E-01	-9.54819097E-02	5.48845098E-01	7.79201407E-01
-2.89981111E+00	-6.80844926E+00	-3.47794803E+00	8.10504806E-01	-9.98410957E-01	1.29323924E-02	8.09987546E-01
-2.75436220E+00	-6.54250416E+00	-3.37633723E+00	-6.38542414E-01	-9.99712300E-01	-2.72312337E-01	8.06552053E-01
-7.77008634E+00	-1.75635066E+01	-8.40702702E+00	1.99875983E+00	2.82966233E+00	-1.32503245E+00	8.67777250E-01
-7.68429616E+00	-1.75911617E+01	-8.40312929E+00	-1.83148742E+00	2.87366651E+00	8.74438410E-01	8.60436897E-01
-2.60226290E+00	-5.86562053E+00	-2.91047114E+00	6.60986304E-01	-6.77661587E-01	-1.28534822E-02	7.68634477E-01
-2.51744321E+00	-5.69953750E+00	-2.87426073E+00	-5.33701778E-01	-6.96385400E-01	-2.20512074E-01	7.60074728E-01
-8.25022784E-02	5.78433957E-02	9.08176821E-03	2.74805857E-02	1.89103440E-03	8.37579340E-02	9.53135003E-01
5.51148865E-02	-7.83709936E-02	7.38759381E-03	2.79545252E-02	-8.63947356E-02	-6.72698548E-03	9.53160928E-01
5.62322127E-02	-7.86800573E-02	6.76021331E-03	-2.39077215E-02	-8.72768407E-02	-3.20612620E-03	9.53162379E-01
-1.44825550E+02	-1.41646892E+02	-2.05472884E+02	1.59929465E+00	3.75208076E+01	-9.07061060E+01	9.53889478E-01
-4.79480634E+01	-2.47150478E+01	-3.82520711E+01	6.61509546E+00	6.65897823E+00	-1.77982353E+01	9.37846730E-01
-2.45401131E+01	-4.73738746E+01	-3.79727279E+01	6.60138301E+00	1.73981292E+01	-6.85531641E+00	9.32407905E-01
-2.45319767E+01	-4.75695244E+01	-3.81277788E+01	-6.43951395E+00	1.75208025E+01	6.41466816E+00	9.28412868E-01
-1.39406636E+02	-1.42439658E+02	-2.02247862E+02	1.58502089E+00	8.91858098E+01	-3.70773342E+01	9.53951461E-01
-1.36289452E+02	-1.39280133E+02	-1.97871920E+02	-1.44239655E+00	8.72997601E+01	3.60578515E+01	9.54061385E-01
-1.76387168E+01	-7.71283378E+00	-8.31568403E+00	1.94111797E+00	1.08535577E+00	-2.97524453E+00	8.79333792E-01
-2.62232866E+00	-1.41764402E+00	-1.40921320E+00	2.58097656E-01	-1.62145481E-01	9.73314926E-01	9.30423277E-01
-4.53121667E+00	-2.20853899E+00	-2.13843239E+00	5.81166871E-01	-8.06888088E-02	3.98198088E-01	7.34046128E-01
-5.02803976E+00	-3.53104315E+00	-2.78148576E+00	1.59660174E+00	-3.35729003E-01	4.43958011E-01	7.73381581E-01
-4.09214861E+00	-2.93263076E+00	-2.25172440E+00	1.23171350E+00	-1.53192782E-01	2.88071176E-01	7.23709258E-01
-3.45923481E+00	-4.89146947E+00	-2.75478053E+00	1.55912155E+00	-5.60105220E-01	2.26599261E-01	7.71228795E-01
-2.80263905E+00	-3.94114540E+00	-2.20669256E+00	1.18663484E+00	-3.86029047E-01	6.11702960E-02	7.25415712E-01
-2.13933437E+00	-4.29791051E+00	-2.14808154E+00	5.66599380E-01	-5.08917098E-01	-2.32611230E-03	7.19726460E-01
-2.49567769E+00	-1.92294096E+00	-1.54296843E+00	6.42802539E-01	-6.40378665E-01	8.59632938E-01	9.28174698E-01
-1.88529133E+00	-2.42412953E+00	-1.50630830E+00	6.31110278E-01	-8.66005690E-01	5.92501144E-01	9.28056546E-01
-7.12909977E+00	-4.86134559E+00	-4.41545687E+00	2.56290913E+00	-6.13642112E-01	6.46850699E-01	8.17404868E-01
-4.77723543E+00	-6.89076147E+00	-4.32076963E+00	2.50060820E+00	-8.06243973E-01	4.64722390E-01	8.16481039E-01
-5.97922361E+00	-4.15384352E+00	-3.51389937E+00	2.01748711E+00	-5.78202266E-01	7.04206162E-01	8.10925101E-01
-4.08991802E+00	-5.79560133E+00	-3.46147492E+00	1.97235457E+00	-8.28925788E-01	4.51000314E-01	8.09391071E-01
