1	16.2000	10.0000	-14.8000
2	16.2000	8.6000	-14.8000
3	16.2000	10.0000	-13.3500
4	14.7000	10.0000	-14.8000
5	16.2000	8.6000	-13.3500
6	14.7000	8.6000	-14.8000
7	14.7000	10.0000	-13.3500
8	14.7000	8.6000	-13.3500
9	16.2000	7.2000	-14.8000
10	16.2000	10.0000	-11.9000
11	13.2000	10.0000	-14.8000
12	16.2000	7.2000	-13.3500
13	14.7000	7.2000	-14.8000
14	16.2000	8.6000	-11.9000
15	14.7000	10.0000	-11.9000
16	13.2000	8.6000	-14.8000
17	13.2000	10.0000	-13.3500
18	14.7000	7.2000	-13.3500
19	14.7000	8.6000	-11.9000
20	13.2000	8.6000	-13.3500
21	16.2000	7.2000	-11.9000
22	13.2000	7.2000	-14.8000
23	13.2000	10.0000	-11.9000
24	16.2000	5.8000	-14.8000
25	14.7000	7.2000	-11.9000
26	16.2000	10.0000	-10.4500
27	13.2000	7.2000	-13.3500
28	13.2000	8.6000	-11.9000
29	16.2000	5.8000	-13.3500
30	14.7000	5.8000	-14.8000
31	11.7000	10.0000	-14.8000
32	16.2000	8.6000	-10.4500
33	14.7000	10.0000	-10.4500
34	14.7000	5.8000	-13.3500
35	11.7000	8.6000	-14.8000
36	11.7000	10.0000	-13.3500
37	14.7000	8.6000	-10.4500
38	11.7000	8.6000	-13.3500
39	16.2000	5.0000	-14.8000
40	13.2000	7.2000	-11.9000
41	16.2000	5.8000	-11.9000
42	13.2000	5.8000	-14.8000
43	16.2000	7.2000	-10.4500
44	16.2000	5.0000	-13.3500
45	14.7000	5.0000	-14.8000
46	13.2000	10.0000	-10.4500
47	11.7000	7.2000	-14.8000
48	14.7000	5.8000	-11.9000
49	11.7000	10.0000	-11.9000
50	13.2000	5.8000	-13.3500
51	14.7000	7.2000	-10.4500
52	14.7000	5.0000	-13.3500
53	13.2000	8.6000	-10.4500
54	11.7000	7.2000	-13.3500
55	11.7000	8.6000	-11.9000
56	16.2000	10.0000	-9.2000
57	16.2000	8.6000	-9.2000
58	16.2000	5.0000	-11.9000
59	14.7000	10.0000	-9.2000
60	13.2000	5.0000	-14.8000
61	13.2000	5.8000	-11.9000
62	14.7000	8.6000	-9.2000
63	14.7000	5.0000	-11.9000
64	13.2000	7.2000	-10.4500
65	10.2000	10.0000	-14.8000
66	13.2000	5.0000	-13.3500
67	11.7000	7.2000	-11.9000
68	16.2000	5.8000	-10.4500
69	16.2000	3.9531	-14.8000
70	11.7000	5.8000	-14.8000
71	10.2000	8.6000	-14.8000
72	10.2000	10.0000	-13.3500
73	16.2000	3.9531	-13.3500
74	14.7000	5.8000	-10.4500
75	14.7000	3.9531	-14.8000
76	11.7000	10.0000	-10.4500
77	16.2000	7.2000	-9.2000
78	11.7000	5.8000	-13.3500
79	10.2000	8.6000	-13.3500
80	13.2000	10.0000	-9.2000
81	14.7000	3.9531	-13.3500
82	11.7000	8.6000	-10.4500
83	14.7000	7.2000	-9.2000
84	13.2000	8.6000	-9.2000
85	13.2000	5.0000	-11.9000
86	10.2000	7.2000	-14.8000
87	16.2000	5.0000	-10.4500
88	10.2000	10.0000	-11.9000
89	16.2000	3.9531	-11.9000
90	11.7000	5.0000	-14.8000
91	13.2000	5.8000	-10.4500
92	13.2000	3.9531	-14.8000
93	10.2000	7.2000	-13.3500
94	14.7000	5.0000	-10.4500
95	16.2000	10.0000	-8.0000
96	11.7000	5.8000	-11.9000
97	10.2000	8.6000	-11.9000
98	11.7000	7.2000	-10.4500
99	14.7000	3.9531	-11.9000
100	11.7000	5.0000	-13.3500
101	13.2000	3.9531	-13.3500
102	16.2000	8.6000	-8.0000
103	13.2000	7.2000	-9.2000
104	14.7000	10.0000	-8.0000
105	16.2000	5.8000	-9.2000
106	16.2000	2.9062	-14.8000
107	9.1000	10.0000	-14.8000
108	14.7000	8.6000	-8.0000
109	14.7000	5.8000	-9.2000
110	11.7000	10.0000	-9.2000
111	10.2000	7.2000	-11.9000
112	9.1000	8.6000	-14.8000
113	16.2000	2.9062	-13.3500
114	9.1000	10.0000	-13.3500
115	14.7000	2.9062	-14.8000
116	13.2000	5.0000	-10.4500
117	11.7000	8.6000	-9.2000
118	10.2000	5.8000	-14.8000
119	11.7000	5.0000	-11.9000
120	13.2000	3.9531	-11.9000
121	16.2000	7.2000	-8.0000
122	9.1000	8.6000	-13.3500
123	14.7000	2.9062	-13.3500
124	10.2000	10.0000	-10.4500
125	13.2000	10.0000	-8.0000
126	16.2000	3.9531	-10.4500
127	10.2000	5.8000	-13.3500
128	14.7000	7.2000	-8.0000
129	16.2000	5.0000	-9.2000
130	11.7000	5.8000	-10.4500
131	11.7000	3.9531	-14.8000
132	10.2000	8.6000	-10.4500
133	13.2000	8.6000	-8.0000
134	14.7000	3.9531	-10.4500
135	13.2000	5.8000	-9.2000
136	9.1000	7.2000	-14.8000
137	14.7000	5.0000	-9.2000
138	16.2000	2.9062	-11.9000
139	9.1000	10.0000	-11.9000
140	11.7000	3.9531	-13.3500
141	13.2000	2.9062	-14.8000
142	11.7000	7.2000	-9.2000
143	9.1000	7.2000	-13.3500
144	9.1000	8.6000	-11.9000
145	14.7000	2.9062	-11.9000
146	10.2000	5.0000	-14.8000
147	13.2000	2.9062	-13.3500
148	10.2000	5.8000	-11.9000
149	10.2000	7.2000	-10.4500
150	13.2000	7.2000	-8.0000
151	10.2000	5.0000	-13.3500
152	16.2000	5.8000	-8.0000
153	16.2000	10.0000	-6.8000
154	11.7000	5.0000	-10.4500
155	13.2000	3.9531	-10.4500
156	11.7000	3.9531	-11.9000
157	13.2000	5.0000	-9.2000
158	16.2000	8.6000	-6.8000
159	14.7000	5.8000	-8.0000
160	14.7000	10.0000	-6.8000
161	11.7000	10.0000	-8.0000
162	9.1000	7.2000	-11.9000
163	8.0000	10.0000	-14.8000
164	10.2000	10.0000	-9.2000
165	13.2000	2.9062	-11.9000
166	16.2000	3.9531	-9.2000
167	9.1000	5.8000	-14.8000
168	14.7000	8.6000	-6.8000
169	11.7000	8.6000	-8.0000
170	8.0000	8.6000	-14.8000
171	16.2000	2.9062	-10.4500
172	11.7000	5.8000	-9.2000
173	10.2000	8.6000	-9.2000
174	9.1000	10.0000	-10.4500
175	8.0000	10.0000	-13.3500
176	10.2000	5.0000	-11.9000
177	9.1000	5.8000	-13.3500
178	14.7000	3.9531	-9.2000
179	11.7000	2.9062	-14.8000
180	16.2000	5.0000	-8.0000
181	9.1000	8.6000	-10.4500
182	8.0000	8.6000	-13.3500
183	14.7000	2.9062	-10.4500
184	16.2000	7.2000	-6.8000
185	10.2000	5.8000	-10.4500
186	10.2000	3.9531	-14.8000
187	11.7000	2.9062	-13.3500
188	13.2000	5.8000	-8.0000
189	13.2000	10.0000	-6.8000
190	16.2000	1.4531	-14.8000
191	14.7000	5.0000	-8.0000
192	14.7000	7.2000	-6.8000
193	11.7000	7.2000	-8.0000
194	10.2000	3.9531	-13.3500
195	13.2000	8.6000	-6.8000
196	8.0000	7.2000	-14.8000
197	16.2000	1.4531	-13.3500
198	10.2000	7.2000	-9.2000
199	14.7000	1.4531	-14.8000
200	9.1000	5.0000	-14.8000
201	8.0000	10.0000	-11.9000
202	11.7000	3.9531	-10.4500
203	9.1000	5.8000	-11.9000
204	11.7000	5.0000	-9.2000
205	13.2000	3.9531	-9.2000
206	9.1000	7.2000	-10.4500
207	8.0000	7.2000	-13.3500
208	14.7000	1.4531	-13.3500
209	9.1000	5.0000	-13.3500
210	8.0000	8.6000	-11.9000
211	13.2000	2.9062	-10.4500
212	11.7000	2.9062	-11.9000
213	10.2000	5.0000	-10.4500
214	16.2000	10.0000	-5.8500
215	13.2000	5.0000	-8.0000
216	13.2000	7.2000	-6.8000
217	10.2000	3.9531	-11.9000
218	16.2000	1.4531	-11.9000
219	16.2000	5.8000	-6.8000
220	16.2000	2.9062	-9.2000
221	9.1000	10.0000	-9.2000
222	13.2000	1.4531	-14.8000
223	16.2000	8.6000	-5.8500
224	10.2000	10.0000	-8.0000
225	14.7000	10.0000	-5.8500
226	16.2000	3.9531	-8.0000
227	8.0000	7.2000	-11.9000
228	14.7000	1.4531	-11.9000
229	9.1000	8.6000	-9.2000
230	9.1000	5.0000	-11.9000
231	14.7000	5.8000	-6.8000
232	14.7000	2.9062	-9.2000
233	11.7000	5.8000	-8.0000
234	13.2000	1.4531	-13.3500
235	10.2000	8.6000	-8.0000
236	11.7000	10.0000	-6.8000
237	14.7000	8.6000	-5.8500
238	8.0000	5.8000	-14.8000
239	10.2000	5.8000	-9.2000
240	14.7000	3.9531	-8.0000
241	8.0000	10.0000	-10.4500
242	11.7000	8.6000	-6.8000
243	10.2000	2.9062	-14.8000
244	6.9000	10.0000	-14.8000
245	9.1000	5.8000	-10.4500
246	9.1000	3.9531	-14.8000
247	8.0000	5.8000	-13.3500
248	16.2000	7.2000	-5.8500
249	8.0000	8.6000	-10.4500
250	11.7000	3.9531	-9.2000
251	10.2000	2.9062	-13.3500
252	6.9000	8.6000	-14.8000
253	6.9000	10.0000	-13.3500
254	16.2000	5.0000	-6.8000
255	9.1000	3.9531	-13.3500
256	13.2000	10.0000	-5.8500
257	11.7000	2.9062	-10.4500
258	9.1000	7.2000	-9.2000
259	10.2000	7.2000	-8.0000
260	14.7000	7.2000	-5.8500
261	13.2000	1.4531	-11.9000
262	6.9000	8.6000	-13.3500
263	13.2000	5.8000	-6.8000
264	13.2000	2.9062	-9.2000
265	13.2000	8.6000	-5.8500
266	14.7000	5.0000	-6.8000
267	10.2000	3.9531	-10.4500
268	11.7000	5.0000	-8.0000
269	13.2000	3.9531	-8.0000
270	16.2000	1.4531	-10.4500
271	11.7000	7.2000	-6.8000
272	8.0000	5.0000	-14.8000
273	10.2000	5.0000	-9.2000
274	8.0000	5.8000	-11.9000
275	11.7000	1.4531	-14.8000
276	8.0000	7.2000	-10.4500
277	14.7000	1.4531	-10.4500
278	6.9000	7.2000	-14.8000
279	9.1000	5.0000	-10.4500
280	8.0000	5.0000	-13.3500
281	10.2000	2.9062	-11.9000
282	6.9000	10.0000	-11.9000
283	9.1000	3.9531	-11.9000
284	11.7000	1.4531	-13.3500
285	6.9000	7.2000	-13.3500
286	16.2000	2.9062	-8.0000
287	9.1000	10.0000	-8.0000
288	6.9000	8.6000	-11.9000
289	13.2000	7.2000	-5.8500
290	16.2000	5.8000	-5.8500
291	13.2000	5.0000	-6.8000
292	16.2000	10.0000	-4.9000
293	8.0000	10.0000	-9.2000
294	9.1000	8.6000	-8.0000
295	14.7000	2.9062	-8.0000
296	9.1000	5.8000	-9.2000
297	10.2000	5.8000	-8.0000
298	16.2000	8.6000	-4.9000
299	14.7000	5.8000	-5.8500
300	16.2000	0.0000	-14.8000
301	10.2000	10.0000	-6.8000
302	14.7000	10.0000	-4.9000
303	11.7000	10.0000	-5.8500
304	8.0000	8.6000	-9.2000
305	16.2000	3.9531	-6.8000
306	8.0000	5.0000	-11.9000
307	9.1000	2.9062	-14.8000
308	13.2000	1.4531	-10.4500
309	11.7000	1.4531	-11.9000
310	11.7000	5.8000	-6.8000
311	11.7000	2.9062	-9.2000
312	10.2000	8.6000	-6.8000
313	16.2000	0.0000	-13.3500
314	14.7000	8.6000	-4.9000
315	14.7000	0.0000	-14.8000
316	11.7000	8.6000	-5.8500
317	6.9000	7.2000	-11.9000
318	14.7000	3.9531	-6.8000
319	9.1000	2.9062	-13.3500
320	11.7000	3.9531	-8.0000
321	8.0000	5.8000	-10.4500
322	8.0000	3.9531	-14.8000
323	10.2000	3.9531	-9.2000
324	6.9000	5.8000	-14.8000
325	14.7000	0.0000	-13.3500
326	16.2000	1.4531	-9.2000
327	9.1000	7.2000	-8.0000
328	16.2000	5.0000	-5.8500
329	10.2000	2.9062	-10.4500
330	6.9000	10.0000	-10.4500
331	13.2000	2.9062	-8.0000
332	16.2000	7.2000	-4.9000
333	9.1000	3.9531	-10.4500
334	8.0000	3.9531	-13.3500
335	6.9000	5.8000	-13.3500
336	8.0000	7.2000	-9.2000
337	14.7000	1.4531	-9.2000
338	13.2000	5.8000	-5.8500
339	9.1000	5.0000	-9.2000
340	13.2000	10.0000	-4.9000
341	10.2000	5.0000	-8.0000
342	14.7000	5.0000	-5.8500
343	6.9000	8.6000	-10.4500
344	10.2000	7.2000	-6.8000
345	14.7000	7.2000	-4.9000
346	5.8000	10.0000	-14.8000
347	11.7000	7.2000	-5.8500
348	16.2000	0.0000	-11.9000
349	13.2000	8.6000	-4.9000
350	13.2000	0.0000	-14.8000
351	10.2000	1.4531	-14.8000
352	9.1000	2.9062	-11.9000
353	11.7000	5.0000	-6.8000
354	13.2000	3.9531	-6.8000
355	5.8000	8.6000	-14.8000
356	5.8000	10.0000	-13.3500
357	14.7000	0.0000	-11.9000
358	13.2000	0.0000	-13.3500
359	10.2000	1.4531	-13.3500
360	8.0000	5.0000	-10.4500
361	6.9000	5.0000	-14.8000
362	8.0000	3.9531	-11.9000
363	11.7000	1.4531	-10.4500
364	5.8000	8.6000	-13.3500
365	6.9000	5.8000	-11.9000
366	6.9000	7.2000	-10.4500
367	13.2000	1.4531	-9.2000
368	8.0000	10.0000	-8.0000
369	6.9000	5.0000	-13.3500
370	13.2000	5.0000	-5.8500
371	9.1000	5.8000	-8.0000
372	16.2000	2.9062	-6.8000
373	9.1000	10.0000	-6.8000
374	13.2000	7.2000	-4.9000
375	8.0000	8.6000	-8.0000
376	16.2000	5.8000	-4.9000
377	5.8000	7.2000	-14.8000
378	10.2000	10.0000	-5.8500
379	8.0000	5.8000	-9.2000
380	9.1000	8.6000	-6.8000
381	5.8000	10.0000	-11.9000
382	14.7000	2.9062	-6.8000
383	16.2000	3.9531	-5.8500
384	11.7000	2.9062	-8.0000
385	13.2000	0.0000	-11.9000
386	10.2000	1.4531	-11.9000
387	8.0000	2.9062	-14.8000
388	10.2000	5.8000	-6.8000
389	10.2000	2.9062	-9.2000
390	6.9000	10.0000	-9.2000
391	14.7000	5.8000	-4.9000
392	11.7000	5.8000	-5.8500
393	10.2000	8.6000	-5.8500
394	5.8000	7.2000	-13.3500
395	11.7000	10.0000	-4.9000
396	9.1000	3.9531	-9.2000
397	5.8000	8.6000	-11.9000
398	10.2000	3.9531	-8.0000
399	14.7000	3.9531	-5.8500
400	16.2000	0.0000	-10.4500
401	16.2000	1.4531	-8.0000
402	9.1000	2.9062	-10.4500
403	8.0000	2.9062	-13.3500
404	6.9000	8.6000	-9.2000
405	6.9000	5.0000	-11.9000
406	11.7000	8.6000	-4.9000
407	11.7000	0.0000	-14.8000
408	11.7000	3.9531	-6.8000
409	16.2000	10.0000	-3.8000
410	14.7000	0.0000	-10.4500
411	8.0000	7.2000	-8.0000
412	14.7000	1.4531	-8.0000
413	9.1000	5.0000	-8.0000
414	9.1000	7.2000	-6.8000
415	11.7000	0.0000	-13.3500
416	8.0000	3.9531	-10.4500
417	16.2000	8.6000	-3.8000
418	16.2000	5.0000	-4.9000
419	6.9000	5.8000	-10.4500
420	6.9000	3.9531	-14.8000
421	14.7000	10.0000	-3.8000
422	13.2000	2.9062	-6.8000
423	9.1000	1.4531	-14.8000
424	8.0000	5.0000	-9.2000
425	10.2000	7.2000	-5.8500
426	5.8000	7.2000	-11.9000
427	13.2000	5.8000	-4.9000
428	11.7000	1.4531	-9.2000
429	10.2000	5.0000	-6.8000
430	6.9000	3.9531	-13.3500
431	14.7000	8.6000	-3.8000
432	14.7000	5.0000	-4.9000
433	11.7000	5.0000	-5.8500
434	5.0000	10.0000	-14.8000
435	9.1000	1.4531	-13.3500
436	13.2000	3.9531	-5.8500
437	6.9000	7.2000	-9.2000
438	5.8000	5.8000	-14.8000
439	8.0000	2.9062	-11.9000
440	11.7000	7.2000	-4.9000
441	5.8000	10.0000	-10.4500
442	5.0000	8.6000	-14.8000
443	5.0000	10.0000	-13.3500
444	5.8000	5.8000	-13.3500
445	13.2000	0.0000	-10.4500
446	10.2000	1.4531	-10.4500
447	13.2000	1.4531	-8.0000
448	11.7000	0.0000	-11.9000
449	16.2000	7.2000	-3.8000
450	5.8000	8.6000	-10.4500
451	5.0000	8.6000	-13.3500
452	13.2000	10.0000	-3.8000
453	6.9000	5.0000	-10.4500
454	16.2000	2.9062	-5.8500
455	9.1000	10.0000	-5.8500
456	14.7000	7.2000	-3.8000
457	8.0000	5.8000	-8.0000
458	8.0000	10.0000	-6.8000
459	16.2000	0.0000	-9.2000
460	6.9000	3.9531	-11.9000
461	9.1000	1.4531	-11.9000
462	13.2000	8.6000	-3.8000
463	13.2000	5.0000	-4.9000
464	9.1000	5.8000	-6.8000
465	9.1000	2.9062	-9.2000
466	9.1000	8.6000	-5.8500
467	10.2000	2.9062	-8.0000
468	14.7000	2.9062	-5.8500
469	6.9000	10.0000	-8.0000
470	5.8000	5.0000	-14.8000
471	8.0000	8.6000	-6.8000
472	9.1000	3.9531	-8.0000
473	5.0000	7.2000	-14.8000
474	14.7000	0.0000	-9.2000
475	10.2000	5.8000	-5.8500
476	5.0000	10.0000	-11.9000
477	10.2000	10.0000	-4.9000
478	5.8000	5.8000	-11.9000
479	11.7000	2.9062	-6.8000
480	16.2000	3.9531	-4.9000
481	6.9000	8.6000	-8.0000
482	5.8000	7.2000	-10.4500
483	8.0000	3.9531	-9.2000
484	5.8000	5.0000	-13.3500
485	5.0000	7.2000	-13.3500
486	6.9000	5.8000	-9.2000
487	5.0000	8.6000	-11.9000
488	11.7000	5.8000	-4.9000
489	10.2000	8.6000	-4.9000
490	10.2000	0.0000	-14.8000
491	8.0000	2.9062	-10.4500
492	10.2000	3.9531	-6.8000
493	6.9000	2.9062	-14.8000
494	14.7000	3.9531	-4.9000
495	11.7000	3.9531	-5.8500
496	16.2000	1.4531	-6.8000
