6.67E+01	7.47E+01
1.45E+02	1.56E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
1.45E+02	1.56E+02
1.45E+02	1.56E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
1.17E+02	1.28E+02
9.02E+01	9.99E+01
9.02E+01	9.99E+01
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
5.74E+01	6.45E+01
7.85E+01	8.73E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
9.02E+01	9.99E+01
1.45E+02	1.56E+02
5.74E+01	6.45E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
7.85E+01	8.73E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
9.02E+01	9.99E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
7.85E+01	8.73E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
6.67E+01	7.47E+01
5.74E+01	6.45E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
7.85E+01	8.73E+01
1.03E+02	1.13E+02
6.67E+01	7.47E+01
1.45E+02	1.56E+02
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.31E+02	1.42E+02
5.74E+01	6.45E+01
1.03E+02	1.13E+02
9.02E+01	9.99E+01
1.31E+02	1.42E+02
1.45E+02	1.56E+02
1.31E+02	1.42E+02
6.67E+01	7.47E+01
1.31E+02	1.42E+02
5.74E+01	6.45E+01
1.03E+02	1.13E+02
9.02E+01	9.99E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
1.17E+02	1.28E+02
1.31E+02	1.42E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
5.74E+01	6.45E+01
6.67E+01	7.47E+01
1.03E+02	1.13E+02
7.85E+01	8.74E+01
7.85E+01	8.73E+01
1.03E+02	1.13E+02
6.67E+01	7.47E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
1.17E+02	1.28E+02
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.17E+02	1.28E+02
1.17E+02	1.28E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
7.85E+01	8.73E+01
7.85E+01	8.74E+01
1.17E+02	1.28E+02
5.74E+01	6.45E+01
5.74E+01	6.45E+01
6.67E+01	7.47E+01
4.81E+01	5.42E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
7.85E+01	8.73E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
4.81E+01	5.42E+01
5.74E+01	6.45E+01
1.45E+02	1.56E+02
6.67E+01	7.47E+01
4.81E+01	5.42E+01
5.74E+01	6.45E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
1.31E+02	1.42E+02
4.81E+01	5.42E+01
1.45E+02	1.56E+02
5.74E+01	6.45E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
9.02E+01	9.99E+01
1.45E+02	1.56E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
1.03E+02	1.13E+02
1.03E+02	1.13E+02
7.85E+01	8.73E+01
4.81E+01	5.42E+01
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
9.02E+01	9.99E+01
5.74E+01	6.45E+01
9.02E+01	9.99E+01
4.81E+01	5.43E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
1.03E+02	1.13E+02
6.67E+01	7.47E+01
4.81E+01	5.42E+01
1.45E+02	1.56E+02
5.74E+01	6.45E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.45E+02	1.56E+02
1.45E+02	1.56E+02
1.17E+02	1.28E+02
6.67E+01	7.47E+01
6.67E+01	7.47E+01
1.45E+02	1.56E+02
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
9.02E+01	9.99E+01
7.85E+01	8.74E+01
1.31E+02	1.42E+02
5.74E+01	6.45E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
6.67E+01	7.47E+01
4.81E+01	5.43E+01
7.85E+01	8.74E+01
4.81E+01	5.42E+01
1.45E+02	1.56E+02
5.74E+01	6.45E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
5.74E+01	6.45E+01
7.85E+01	8.74E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
1.45E+02	1.56E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
9.02E+01	9.99E+01
4.81E+01	5.42E+01
5.74E+01	6.45E+01
5.74E+01	6.45E+01
1.31E+02	1.42E+02
4.81E+01	5.43E+01
9.02E+01	9.99E+01
1.17E+02	1.28E+02
7.85E+01	8.74E+01
5.74E+01	6.45E+01
1.03E+02	1.13E+02
7.85E+01	8.73E+01
1.03E+02	1.13E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.45E+02	1.56E+02
6.67E+01	7.47E+01
3.73E+01	4.22E+01
1.03E+02	1.13E+02
7.85E+01	8.74E+01
7.85E+01	8.73E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
1.31E+02	1.42E+02
1.03E+02	1.13E+02
3.73E+01	4.22E+01
4.81E+01	5.42E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
3.73E+01	4.23E+01
6.67E+01	7.47E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
5.74E+01	6.45E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
1.31E+02	1.42E+02
3.73E+01	4.23E+01
4.81E+01	5.42E+01
5.74E+01	6.45E+01
1.45E+02	1.56E+02
1.31E+02	1.42E+02
5.74E+01	6.45E+01
9.02E+01	9.99E+01
1.45E+02	1.56E+02
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.03E+02	1.13E+02
7.85E+01	8.73E+01
1.17E+02	1.28E+02
3.73E+01	4.22E+01
1.03E+02	1.13E+02
1.31E+02	1.42E+02
3.73E+01	4.23E+01
1.03E+02	1.13E+02
5.74E+01	6.45E+01
5.74E+01	6.45E+01
3.73E+01	4.23E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
9.02E+01	9.99E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
3.73E+01	4.23E+01
4.81E+01	5.43E+01
6.67E+01	7.47E+01
9.02E+01	9.99E+01
5.74E+01	6.45E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
7.85E+01	8.74E+01
1.45E+02	1.56E+02
6.67E+01	7.47E+01
7.85E+01	8.74E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
5.74E+01	6.45E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
4.81E+01	5.42E+01
7.85E+01	8.74E+01
1.03E+02	1.13E+02
9.02E+01	9.99E+01
1.31E+02	1.42E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
4.81E+01	5.43E+01
1.45E+02	1.56E+02
1.03E+02	1.13E+02
6.67E+01	7.47E+01
1.45E+02	1.56E+02
4.81E+01	5.42E+01
5.74E+01	6.45E+01
6.67E+01	7.47E+01
3.73E+01	4.23E+01
1.31E+02	1.42E+02
5.74E+01	6.45E+01
7.85E+01	8.74E+01
3.73E+01	4.23E+01
1.31E+02	1.42E+02
6.67E+01	7.47E+01
1.03E+02	1.13E+02
6.67E+01	7.47E+01
6.67E+01	7.47E+01
5.74E+01	6.45E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
3.73E+01	4.23E+01
5.74E+01	6.45E+01
3.73E+01	4.23E+01
9.02E+01	9.99E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.03E+02	1.13E+02
1.03E+02	1.13E+02
1.31E+02	1.42E+02
9.02E+01	9.99E+01
1.45E+02	1.56E+02
3.73E+01	4.23E+01
4.81E+01	5.43E+01
4.81E+01	5.43E+01
1.03E+02	1.13E+02
1.17E+02	1.28E+02
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.31E+02	1.42E+02
1.17E+02	1.28E+02
3.73E+01	4.23E+01
6.67E+01	7.47E+01
7.85E+01	8.73E+01
1.03E+02	1.13E+02
2.65E+01	3.01E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
5.74E+01	6.45E+01
9.02E+01	9.99E+01
3.73E+01	4.23E+01
5.74E+01	6.45E+01
3.73E+01	4.23E+01
4.81E+01	5.42E+01
2.65E+01	3.01E+01
4.81E+01	5.43E+01
7.85E+01	8.73E+01
2.65E+01	3.01E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
1.45E+02	1.56E+02
7.85E+01	8.74E+01
6.67E+01	7.47E+01
7.85E+01	8.74E+01
4.81E+01	5.43E+01
1.45E+02	1.56E+02
1.45E+02	1.56E+02
6.67E+01	7.47E+01
4.81E+01	5.42E+01
2.65E+01	3.01E+01
5.74E+01	6.45E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
9.02E+01	9.99E+01
4.81E+01	5.43E+01
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
6.67E+01	7.47E+01
1.31E+02	1.42E+02
1.31E+02	1.42E+02
5.74E+01	6.45E+01
1.17E+02	1.28E+02
5.74E+01	6.45E+01
1.31E+02	1.42E+02
2.65E+01	3.01E+01
7.85E+01	8.74E+01
9.02E+01	9.99E+01
9.02E+01	9.99E+01
4.81E+01	5.43E+01
1.03E+02	1.13E+02
3.73E+01	4.23E+01
5.74E+01	6.46E+01
7.85E+01	8.73E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
2.65E+01	3.01E+01
5.74E+01	6.46E+01
1.03E+02	1.13E+02
6.67E+01	7.47E+01
4.81E+01	5.43E+01
7.85E+01	8.74E+01
2.65E+01	3.01E+01
9.02E+01	9.99E+01
3.73E+01	4.23E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
4.81E+01	5.43E+01
2.65E+01	3.01E+01
3.73E+01	4.23E+01
7.85E+01	8.74E+01
1.45E+02	1.56E+02
6.67E+01	7.47E+01
1.17E+02	1.28E+02
1.45E+02	1.56E+02
9.02E+01	9.99E+01
1.17E+02	1.28E+02
1.17E+02	1.28E+02
3.73E+01	4.23E+01
3.73E+01	4.23E+01
4.81E+01	5.43E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
3.73E+01	4.23E+01
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.31E+02	1.42E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.45E+02	1.56E+02
5.74E+01	6.45E+01
7.85E+01	8.74E+01
2.65E+01	3.01E+01
1.03E+02	1.13E+02
7.85E+01	8.74E+01
6.67E+01	7.47E+01
2.65E+01	3.01E+01
1.31E+02	1.42E+02
9.02E+01	9.99E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
4.81E+01	5.43E+01
4.81E+01	5.43E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
3.73E+01	4.23E+01
2.65E+01	3.01E+01
5.74E+01	6.45E+01
7.85E+01	8.74E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
2.65E+01	3.02E+01
1.17E+02	1.28E+02
5.74E+01	6.46E+01
4.81E+01	5.43E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
1.45E+02	1.56E+02
1.82E+01	2.07E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
5.74E+01	6.46E+01
4.81E+01	5.43E+01
2.65E+01	3.02E+01
1.03E+02	1.13E+02
7.85E+01	8.74E+01
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.82E+01	2.07E+01
7.85E+01	8.74E+01
1.31E+02	1.42E+02
1.82E+01	2.07E+01
1.17E+02	1.28E+02
4.81E+01	5.43E+01
1.03E+02	1.13E+02
4.81E+01	5.42E+01
3.73E+01	4.23E+01
3.73E+01	4.23E+01
2.65E+01	3.01E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
1.82E+01	2.07E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
5.74E+01	6.46E+01
6.67E+01	7.47E+01
6.67E+01	7.47E+01
2.65E+01	3.01E+01
4.81E+01	5.43E+01
4.81E+01	5.42E+01
3.73E+01	4.23E+01
5.74E+01	6.45E+01
4.81E+01	5.43E+01
3.73E+01	4.23E+01
7.85E+01	8.74E+01
2.65E+01	3.01E+01
6.67E+01	7.47E+01
5.74E+01	6.46E+01
9.02E+01	9.99E+01
2.65E+01	3.02E+01
3.73E+01	4.23E+01
1.45E+02	1.56E+02
6.67E+01	7.47E+01
1.82E+01	2.07E+01
1.17E+02	1.28E+02
1.45E+02	1.56E+02
1.17E+02	1.28E+02
9.02E+01	9.99E+01
1.82E+01	2.07E+01
1.45E+02	1.56E+02
1.03E+02	1.13E+02
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.82E+01	2.07E+01
3.73E+01	4.23E+01
1.31E+02	1.42E+02
1.03E+02	1.13E+02
1.82E+01	2.07E+01
1.45E+02	1.56E+02
1.31E+02	1.42E+02
3.73E+01	4.23E+01
7.85E+01	8.74E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
4.81E+01	5.43E+01
5.74E+01	6.45E+01
3.73E+01	4.23E+01
2.65E+01	3.01E+01
1.31E+02	1.42E+02
5.74E+01	6.46E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
9.02E+01	9.99E+01
6.67E+01	7.47E+01
9.02E+01	9.99E+01
9.02E+01	9.99E+01
3.73E+01	4.23E+01
7.85E+01	8.74E+01
5.74E+01	6.45E+01
2.65E+01	3.02E+01
4.81E+01	5.43E+01
2.65E+01	3.01E+01
7.85E+01	8.74E+01
9.02E+01	9.99E+01
1.31E+02	1.42E+02
1.17E+02	1.28E+02
5.74E+01	6.46E+01
1.17E+02	1.28E+02
5.74E+01	6.46E+01
6.67E+01	7.47E+01
2.65E+01	3.02E+01
4.81E+01	5.43E+01
2.65E+01	3.02E+01
4.81E+01	5.43E+01
1.82E+01	2.07E+01
1.45E+02	1.56E+02
4.81E+01	5.43E+01
1.17E+02	1.28E+02
2.65E+01	3.01E+01
1.82E+01	2.07E+01
1.03E+02	1.13E+02
4.81E+01	5.43E+01
1.45E+02	1.56E+02
7.85E+01	8.74E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
1.31E+02	1.42E+02
6.67E+01	7.47E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
1.82E+01	2.07E+01
1.82E+01	2.07E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
1.31E+02	1.42E+02
1.31E+02	1.42E+02
3.73E+01	4.23E+01
5.74E+01	6.45E+01
5.74E+01	6.45E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
1.17E+02	1.28E+02
6.67E+01	7.47E+01
9.02E+01	9.99E+01
1.82E+01	2.07E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
4.81E+01	5.43E+01
2.65E+01	3.02E+01
9.81E+00	1.12E+01
9.02E+01	9.99E+01
7.85E+01	8.74E+01
4.81E+01	5.43E+01
6.67E+01	7.47E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
2.65E+01	3.02E+01
2.65E+01	3.01E+01
4.81E+01	5.43E+01
9.81E+00	1.12E+01
9.81E+00	1.12E+01
1.82E+01	2.07E+01
1.17E+02	1.28E+02
9.02E+01	9.99E+01
3.73E+01	4.23E+01
1.03E+02	1.13E+02
3.73E+01	4.23E+01
1.82E+01	2.07E+01
1.45E+02	1.56E+02
9.81E+00	1.12E+01
1.03E+02	1.13E+02
1.17E+02	1.28E+02
1.82E+01	2.07E+01
1.17E+02	1.28E+02
1.03E+02	1.13E+02
1.82E+01	2.07E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
7.85E+01	8.74E+01
3.73E+01	4.23E+01
3.73E+01	4.23E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
7.85E+01	8.74E+01
2.65E+01	3.01E+01
2.65E+01	3.02E+01
6.67E+01	7.47E+01
6.67E+01	7.47E+01
1.03E+02	1.13E+02
5.74E+01	6.46E+01
4.81E+01	5.42E+01
7.85E+01	8.74E+01
9.81E+00	1.12E+01
1.45E+02	1.56E+02
9.02E+01	9.99E+01
4.81E+01	5.43E+01
2.65E+01	3.02E+01
2.65E+01	3.01E+01
9.02E+01	9.99E+01
9.81E+00	1.12E+01
6.67E+01	7.47E+01
2.65E+01	3.02E+01
1.03E+02	1.13E+02
4.81E+01	5.42E+01
1.45E+02	1.56E+02
5.74E+01	6.45E+01
9.81E+00	1.12E+01
1.31E+02	1.42E+02
6.67E+01	7.47E+01
9.81E+00	1.12E+01
1.82E+01	2.07E+01
1.45E+02	1.56E+02
4.81E+01	5.43E+01
4.81E+01	5.43E+01
1.31E+02	1.42E+02
1.17E+02	1.28E+02
3.73E+01	4.23E+01
5.74E+01	6.46E+01
2.65E+01	3.02E+01
1.03E+02	1.13E+02
5.74E+01	6.46E+01
1.82E+01	2.07E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
1.82E+01	2.07E+01
6.67E+01	7.47E+01
4.90E+00	5.61E+00
2.65E+01	3.02E+01
7.85E+01	8.74E+01
1.03E+02	1.13E+02
1.03E+02	1.13E+02
5.74E+01	6.46E+01
1.82E+01	2.07E+01
1.82E+01	2.07E+01
2.65E+01	3.01E+01
7.85E+01	8.74E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
4.81E+01	5.43E+01
9.02E+01	9.99E+01
4.90E+00	5.61E+00
1.82E+01	2.07E+01
4.90E+00	5.61E+00
1.17E+02	1.28E+02
4.81E+01	5.43E+01
4.81E+01	5.43E+01
6.67E+01	7.47E+01
9.02E+01	9.99E+01
9.81E+00	1.12E+01
3.73E+01	4.23E+01
2.65E+01	3.02E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
3.73E+01	4.23E+01
9.81E+00	1.12E+01
9.02E+01	9.99E+01
4.81E+01	5.43E+01
1.45E+02	1.56E+02
7.85E+01	8.74E+01
4.90E+00	5.61E+00
1.17E+02	1.28E+02
6.67E+01	7.48E+01
3.73E+01	4.23E+01
4.81E+01	5.43E+01
9.02E+01	9.99E+01
1.17E+02	1.28E+02
1.31E+02	1.42E+02
9.81E+00	1.12E+01
9.81E+00	1.12E+01
1.45E+02	1.56E+02
1.82E+01	2.07E+01
4.90E+00	5.61E+00
9.02E+01	9.99E+01
9.81E+00	1.12E+01
1.82E+01	2.07E+01
3.73E+01	4.23E+01
5.74E+01	6.46E+01
1.82E+01	2.07E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
5.74E+01	6.46E+01
1.31E+02	1.42E+02
7.85E+01	8.74E+01
4.90E+00	5.61E+00
2.65E+01	3.02E+01
7.85E+01	8.74E+01
6.67E+01	7.47E+01
4.81E+01	5.43E+01
3.73E+01	4.23E+01
6.67E+01	7.47E+01
6.67E+01	7.48E+01
2.65E+01	3.02E+01
4.90E+00	5.61E+00
3.73E+01	4.23E+01
1.31E+02	1.42E+02
9.81E+00	1.12E+01
4.90E+00	5.61E+00
4.81E+01	5.43E+01
2.65E+01	3.02E+01
9.02E+01	9.99E+01
6.67E+01	7.47E+01
5.74E+01	6.45E+01
1.17E+02	1.28E+02
5.74E+01	6.46E+01
2.65E+01	3.02E+01
9.81E+00	1.12E+01
1.03E+02	1.13E+02
1.45E+02	1.56E+02
9.81E+00	1.12E+01
9.02E+01	9.99E+01
9.02E+01	9.99E+01
1.82E+01	2.07E+01
1.82E+01	2.07E+01
4.81E+01	5.43E+01
9.81E+00	1.12E+01
2.65E+01	3.02E+01
3.90E-24	-2.63E-21
1.03E+02	1.13E+02
1.45E+02	1.56E+02
2.65E+01	3.01E+01
1.31E+02	1.42E+02
1.17E+02	1.28E+02
1.82E+01	2.07E+01
1.82E+01	2.07E+01
5.74E+01	6.46E+01
1.03E+02	1.13E+02
3.73E+01	4.23E+01
7.84E-24	-5.20E-21
4.81E+01	5.43E+01
7.85E+01	8.74E+01
7.94E-24	-5.15E-21
4.90E+00	5.61E+00
1.82E+01	2.07E+01
4.81E+01	5.43E+01
2.65E+01	3.02E+01
1.31E+02	1.42E+02
1.17E+02	1.28E+02
2.65E+01	3.01E+01
3.73E+01	4.23E+01
2.65E+01	3.02E+01
6.67E+01	7.47E+01
7.85E+01	8.74E+01
4.90E+00	5.61E+00
6.67E+01	7.48E+01
7.85E+01	8.74E+01
5.74E+01	6.46E+01
3.73E+01	4.23E+01
1.60E-23	-1.01E-20
4.81E+01	5.43E+01
6.67E+01	7.48E+01
4.81E+01	5.43E+01
4.90E+00	5.61E+00
9.81E+00	1.12E+01
1.82E+01	2.07E+01
4.90E+00	5.61E+00
3.73E+01	4.23E+01
